Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
119,Hedge Result 1.1,$737.60,None,2026-04-01 04:30:45
120,Hedge Result 2,$0.00,None,2026-04-01 04:30:45
121,Hedge Result 2,$0.00,None,2026-04-01 04:30:45
121,Hedge Result 2.1,$0.00,None,2026-03-30 04:25:49
122,Hedge Result 2,$0.00,None,2026-04-01 04:30:45
122,Hedge Result 2.1,$0.00,None,2026-03-30 04:25:49
123,Hedge Result 2,$0.00,None,2026-04-01 04:30:45
123,Hedge Result 2.1,$0.00,None,2026-03-30 04:25:49
124,Hedge Result 3,$0.00,None,2026-04-01 01:41:47
125,Hedge Result 3,$0.00,None,2026-04-01 01:41:47
126,Hedge Result 3,$0.00,None,2026-04-01 01:41:47
127,Hedge Result 2.1,$-1653.20,None,2026-03-26 14:07:56
128,Hedge Result 2,$0.00,None,2026-04-01 01:41:47
129,Hedge Result 2,$-146.94,None,2026-04-01 01:41:47
136,Hedge Result 1,$0.00,None,2026-04-02 00:59:02
139,Hedge Result 2,$0.00,None,2026-03-27 12:50:19
141,Hedge Result 2,$0.00,None,2026-03-27 12:50:19
143,Hedge Result 1.1,$0.00,None,2026-04-02 00:59:02
151,Hedge Day 14,$0.00,None,2026-04-02 00:41:50
157,Hedge Result 2.1,$-70.00,None,2026-03-31 05:06:18
163,Hedge Day 15,$-176.48,None,2026-03-30 04:25:49
164,Hedge Day 15,$-193.28,None,2026-03-30 04:25:49
165,Hedge Day 15,$-194.88,None,2026-03-30 04:25:49
166,Hedge Day 15,$-191.68,None,2026-03-30 04:25:49
167,Hedge Day 15,$-187.68,None,2026-03-30 04:25:49
172,Hedge Day 17,$-144.48,,2026-03-30 04:25:49
173,Hedge Day 17,$-138.08,,2026-03-30 04:25:49
174,Hedge Day 17,$-141.28,,2026-03-30 04:25:49
183,Hedge Result 3,$-421.87,None,2026-03-26 14:07:56
184,Hedge Result 3,$-270.16,None,2026-03-26 14:07:56
185,Hedge Result 3,$-262.42,None,2026-03-26 14:07:56
186,Hedge Day 1,$0.00,None,2026-03-31 05:06:18
186,Hedge Result 3,$-309.50,None,2026-03-26 14:07:56
187,Hedge Day 1,$0.00,None,2026-03-31 05:06:18
187,Hedge Day 11,$0.00,None,2026-03-31 05:00:40
188,Hedge Day 1,$0.00,None,2026-03-31 05:06:18
188,Hedge Day 22,$0.00,,2026-03-30 01:46:21
188,Hedge Day 24,$0.00,,2026-04-02 00:44:14
189,Hedge Day 22,$0.00,,2026-03-30 01:46:21
191,Hedge Day 22,$-176.48,,2026-03-30 01:46:21
196,Hedge Result 2,$384.72,None,2026-03-26 14:07:56
197,Hedge Day 14,$0.00,None,2026-03-30 02:46:29
197,Hedge Result 2,$383.04,None,2026-03-26 14:07:56
203,Hedge Result 3.1,$0.00,None,2026-03-27 10:30:38
205,Hedge Day 1,$0.00,None,2026-03-31 05:06:18
205,Hedge Day 12,$0.00,None,2026-03-30 02:07:08
205,Hedge Day 13,$0.00,None,2026-03-31 04:23:53
205,Hedge Day 14,$467.84,None,2026-04-02 01:17:53
205,Hedge Day 7,$0.00,None,2026-03-30 02:46:29
206,Hedge Day 1,$0.00,None,2026-03-31 05:06:18
207,Hedge Day 7,$0.00,None,2026-03-30 02:46:29
207,Hedge Result 3,$404.80,None,2026-03-31 05:06:18
208,Hedge Day 7,$0.00,None,2026-03-30 02:46:29
210,Hedge Result 1.1,$0.00,None,2026-03-30 04:25:49
213,Hedge Day 6,$0.00,None,2026-03-31 05:00:40
214,Hedge Day 6,$0.00,None,2026-03-31 05:00:40
215,Hedge Day 6,$0.00,None,2026-03-31 05:00:40
216,Hedge Day 5,$0.00,None,2026-03-27 10:30:38
216,Hedge Day 6,$0.00,None,2026-03-30 02:07:08
216,Hedge Day 7,$-201.71,None,2026-04-01 04:30:45
216,Hedge Day 8,$-199.26,None,2026-04-02 01:17:53
221,Hedge Result 1.1,$0.00,None,2026-03-30 04:25:49
223,Hedge Day 15,$0.00,None,2026-03-26 08:58:20
223,Hedge Day 2,$0.00,None,2026-04-01 01:40:39
224,Hedge Day 15,$0.00,None,2026-03-26 08:58:20
226,Hedge Day 12,$0.00,None,2026-04-02 00:41:50
242,Hedge Result 3,$0.00,None,2026-03-30 02:46:29
243,Hedge Result 3,$0.00,None,2026-03-30 02:46:29
244,Hedge Result 3,$404.80,None,2026-03-31 05:00:40
245,Hedge Result 3,$404.80,None,2026-03-31 05:00:40
246,Hedge Result 3,$393.36,None,2026-03-31 05:00:40
247,Hedge Result 3,$400.40,None,2026-03-31 05:00:40
253,Hedge Result 3.1,$0.00,None,2026-03-30 02:07:08
255,Hedge Day 11,$0.00,None,2026-03-26 08:51:09
