Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
106,Hedge Result 1.1,$630.25,None,2026-04-01 07:59:40
107,Hedge Result 1.1,$634.80,None,2026-04-01 07:59:40
109,Hedge Result 1.1,$0.00,None,2026-03-30 13:11:30
113,Hedge Result 1.1,$735.68,None,2026-04-01 07:59:40
115,Hedge Result 1.1,$736.00,None,2026-04-01 07:59:40
119,Hedge Result 1.1,$737.60,None,2026-04-01 07:59:40
120,Hedge Result 2,$382.20,None,2026-04-01 07:59:40
121,Hedge Result 2,$382.03,None,2026-04-01 07:59:40
122,Hedge Result 2,$386.40,None,2026-04-01 07:59:40
123,Hedge Result 1,$-200.74,None,2026-04-01 07:59:40
123,Hedge Result 1.1,$0.00,None,2026-04-02 08:48:39
123,Hedge Result 2,$386.40,None,2026-04-01 07:59:40
126,Hedge Day 8,$0.00,None,2026-03-31 04:47:56
126,Hedge Day 9,$0.00,None,2026-03-31 23:35:25
128,Hedge Day 3,$0.00,None,2026-04-02 08:48:39
129,Hedge Day 3,$0.00,None,2026-04-02 08:48:39
129,Hedge Day 8,$-138.24,None,2026-03-31 03:58:20
130,Hedge Day 9,$-212.16,None,2026-03-31 03:58:20
133,Hedge Day 24,$0.00,None,2026-04-02 04:37:56
134,Hedge Day 18,$0.00,None,2026-03-26 06:18:58
134,Hedge Day 19,$0.00,None,2026-03-27 05:54:41
135,Hedge Day 24,$0.00,None,2026-04-02 04:37:56
136,Hedge Day 24,$0.00,None,2026-04-02 04:37:56
146,Hedge Day 18,$0.00,None,2026-03-26 06:18:58
146,Hedge Day 19,$0.00,None,2026-03-27 05:54:41
155,Hedge Result 2.1,$0.00,None,2026-04-02 08:49:50
156,Hedge Result 2.1,$-2488.00,None,2026-04-02 08:49:50
157,Hedge Result 2,$362.04,None,2026-03-31 08:00:46
157,Hedge Result 2.1,$-70.00,None,2026-03-31 08:00:46
166,Hedge Result 2,$0.00,None,2026-04-02 08:55:17
172,Hedge Result 1.1,$630.80,None,2026-03-31 04:47:56
176,Hedge Result 1.1,$726.08,None,2026-03-31 04:47:56
178,Hedge Result 1.1,$734.24,None,2026-03-31 04:47:56
179,Hedge Result 3,$-254.32,None,2026-03-31 04:47:56
180,Hedge Result 3,$404.80,None,2026-03-31 04:47:56
181,Hedge Result 3,$-240.24,None,2026-03-31 04:47:56
182,Hedge Result 3,$-237.60,None,2026-03-31 04:47:56
183,Hedge Result 1.1,$0.00,None,2026-03-31 23:35:25
183,Hedge Result 2,$285.20,None,2026-03-31 08:00:46
183,Hedge Result 3,$-345.28,None,2026-03-31 04:47:56
184,Hedge Result 1.1,$-2646.47,None,2026-03-31 03:58:20
184,Hedge Result 3,$-313.87,None,2026-03-31 04:47:56
185,Hedge Result 1.1,$-2469.28,None,2026-03-31 03:58:20
185,Hedge Result 3,$-314.08,None,2026-03-31 04:47:56
185,Hedge Result 3.1,$245.70,None,2026-03-30 04:51:35
186,Hedge Day 1,$0.00,None,2026-03-31 08:00:46
186,Hedge Result 1.1,$-2655.86,None,2026-03-31 03:58:20
186,Hedge Result 3,$-329.06,None,2026-03-31 04:47:56
187,Hedge Day 1,$0.00,None,2026-03-31 08:00:46
187,Hedge Day 11,$0.00,None,2026-03-31 04:52:38
187,Hedge Result 1.1,$734.40,None,2026-03-31 04:47:56
188,Hedge Day 1,$0.00,None,2026-03-31 08:00:46
188,Hedge Day 21,$0.00,None,2026-03-27 08:27:44
188,Hedge Day 23,$0.00,None,2026-03-31 08:04:52
188,Hedge Result 1.1,$0.00,None,2026-03-31 04:47:56
189,Hedge Day 17,$-138.34,None,2026-04-01 06:29:13
189,Hedge Day 21,$0.00,None,2026-03-27 08:27:44
189,Hedge Day 23,$0.00,None,2026-03-31 08:04:52
189,Hedge Result 1.1,$0.00,None,2026-03-31 04:47:56
191,Hedge Day 21,$0.00,None,2026-03-27 08:27:44
191,Hedge Day 23,$0.00,None,2026-03-31 08:04:52
191,Hedge Result 2,$-187.86,None,2026-03-31 04:47:56
191,Hedge Result 3,$-316.58,None,2026-03-31 23:35:25
197,Hedge Day 13,$0.00,None,2026-03-27 08:28:44
201,Hedge Result 2.1,$0.00,None,2026-04-02 05:25:19
202,Hedge Result 2.1,$0.00,None,2026-04-02 05:25:19
203,Hedge Result 1.1,$-2354.08,None,2026-03-31 03:58:20
203,Hedge Result 3.1,$0.00,None,2026-03-27 08:28:44
204,Hedge Result 1.1,$-2296.48,None,2026-03-31 03:58:20
205,Hedge Day 1,$-156.60,None,2026-03-31 08:00:46
205,Hedge Day 12,$467.20,None,2026-03-30 04:31:59
205,Hedge Result 3.1,$0.00,None,2026-03-27 08:28:44
206,Hedge Day 1,$-161.71,None,2026-03-31 08:00:46
206,Hedge Result 3.1,$0.00,None,2026-03-27 08:28:44
207,Hedge Day 3,$-313.96,None,2026-03-26 06:18:58
207,Hedge Result 2,$-145.60,None,2026-03-31 03:58:20
207,Hedge Result 3,$404.80,None,2026-03-31 08:00:46
208,Hedge Day 3,$-317.16,None,2026-03-26 06:18:58
209,Hedge Day 3,$-311.26,None,2026-03-26 06:18:58
211,Hedge Day 3,$-322.20,None,2026-03-26 06:18:58
211,Hedge Result 2,$-355.32,None,2026-04-02 08:49:50
211,Hedge Result 2.1,$0.00,None,2026-03-30 04:51:35
212,Hedge Result 2.1,$0.00,None,2026-03-30 04:51:35
213,Hedge Day 6,$0.00,None,2026-03-31 04:52:38
213,Hedge Result 2,$-357.00,None,2026-04-02 08:49:50
213,Hedge Result 2.1,$0.00,None,2026-03-30 04:51:35
214,Hedge Day 6,$0.00,None,2026-03-31 04:52:38
214,Hedge Result 2,$-352.04,None,2026-04-02 08:49:50
215,Hedge Day 1,$-394.60,None,2026-03-26 06:18:58
215,Hedge Day 6,$0.00,None,2026-03-31 04:52:38
215,Hedge Result 2,$-354.48,None,2026-04-02 08:49:50
216,Hedge Day 1,$-200.92,None,2026-03-26 06:18:58
216,Hedge Day 6,$525.60,None,2026-03-30 04:31:59
216,Hedge Result 2,$-353.64,None,2026-03-31 03:58:20
217,Hedge Day 1,$-398.92,None,2026-03-26 06:18:58
217,Hedge Result 2,$0.00,None,2026-03-31 03:58:20
218,Hedge Result 2,$-150.64,None,2026-04-02 08:49:50
219,Hedge Result 2,$-145.94,None,2026-04-02 08:49:50
220,Hedge Result 2,$257.60,None,2026-03-31 08:00:46
221,Hedge Day 11,$-206.28,None,2026-03-25 15:24:12
221,Hedge Result 2,$254.86,None,2026-03-31 08:00:46
221,Hedge Result 3.1,$273.00,None,2026-04-02 05:36:56
222,Hedge Result 2,$257.60,None,2026-03-31 08:00:46
222,Hedge Result 3.1,$306.60,None,2026-04-02 05:36:56
223,Hedge Day 2,$-142.14,None,2026-04-01 06:29:13
223,Hedge Result 2,$257.60,None,2026-03-31 08:00:46
223,Hedge Result 3,$0.00,None,2026-04-02 04:44:56
224,Hedge Day 12,$-154.26,None,2026-03-25 15:24:12
224,Hedge Result 3,$0.00,None,2026-04-02 04:44:56
225,Hedge Day 12,$-158.04,None,2026-03-25 15:24:12
225,Hedge Result 3,$0.00,None,2026-04-02 04:44:56
226,Hedge Day 10,$-155.52,None,2026-03-25 15:24:12
227,Hedge Day 10,$-155.95,None,2026-03-25 15:24:12
228,Hedge Day 12,$-154.94,None,2026-03-25 15:24:12
230,Hedge Day 13,$-137.60,None,2026-03-25 15:24:12
232,Hedge Day 13,$-141.44,None,2026-03-25 15:24:12
233,Hedge Day 13,$-138.56,None,2026-03-25 15:24:12
234,Hedge Result 3.1,$1940.00,None,2026-04-02 08:54:26
235,Hedge Day 11,$-177.92,None,2026-03-25 15:24:12
235,Hedge Result 3.1,$1909.00,None,2026-04-02 08:54:26
236,Hedge Day 11,$-179.62,None,2026-03-25 15:24:12
244,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
245,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
246,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
250,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
251,Hedge Result 1,$0.00,None,2026-03-27 08:28:44
251,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
252,Hedge Day 8,$0.00,None,2026-04-02 04:39:15
252,Hedge Result 3,$0.00,None,2026-03-31 04:52:38
253,Hedge Result 1.1,$0.00,None,2026-04-02 05:25:19
253,Hedge Result 3.1,$192.60,None,2026-03-30 04:31:59
254,Hedge Result 1.1,$0.00,None,2026-04-02 05:25:19
255,Hedge Result 3,$418.26,None,2026-04-02 05:25:19
258,Hedge Day 1,$0.00,None,2026-03-30 06:07:57
258,Hedge Day 2,$0.00,None,2026-03-31 04:50:54
258,Hedge Result 1.1,$-27.32,None,2026-04-02 05:25:19
259,Hedge Day 1,$0.00,None,2026-03-30 06:07:57
259,Hedge Day 2,$0.00,None,2026-03-31 04:50:54
