Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
121,Hedge Result 1.1,$736.16,None,2026-04-01 16:46:07
124,Hedge Result 3,$404.80,None,2026-04-01 16:46:07
125,Hedge Result 3,$404.80,None,2026-04-01 16:46:07
128,Hedge Day 2,$467.20,None,2026-04-01 16:46:07
128,Hedge Day 3,$0.00,None,2026-04-02 08:45:11
129,Hedge Day 1,$-137.66,None,2026-03-31 15:30:53
129,Hedge Day 10,$-148.16,None,2026-04-02 08:37:30
129,Hedge Day 2,$467.20,None,2026-04-01 16:46:07
129,Hedge Day 3,$0.00,None,2026-04-02 08:45:11
130,Hedge Day 10,$-139.94,None,2026-04-02 08:37:30
142,Hedge Day 19,$-156.96,None,2026-04-01 16:35:15
144,Hedge Result 4.1,$17.41,None,2026-04-02 08:49:45
146,Hedge Result 3.1,$-247.05,None,2026-04-01 16:35:15
168,Hedge Day 17,$-137.60,None,2026-03-31 15:30:53
169,Hedge Day 18,$-137.60,None,2026-03-31 15:30:53
172,Hedge Day 14,$1.34,None,2026-04-01 16:47:08
186,Hedge Day 3,$-176.96,None,2026-04-02 08:37:30
187,Hedge Day 10,$-140.48,None,2026-03-27 10:35:52
187,Hedge Day 2,$-177.28,None,2026-04-02 08:37:30
188,Hedge Day 2,$-176.64,None,2026-04-02 08:37:30
189,Hedge Day 17,$-138.34,None,2026-04-01 16:47:08
198,Hedge Day 3,$-137.92,None,2026-04-02 08:37:30
202,Hedge Day 12,$0.00,None,2026-04-01 16:47:08
204,Hedge Day 11,$0.00,None,2026-04-01 16:47:08
205,Hedge Day 3,$-159.52,None,2026-04-02 08:37:30
206,Hedge Day 3,$-155.16,None,2026-04-02 08:37:30
218,Hedge Day 10,$0.00,None,2026-03-27 05:10:52
223,Hedge Day 2,$-142.14,None,2026-04-01 16:47:08
226,Hedge Day 3,$-199.55,None,2026-03-27 10:35:52
227,Hedge Day 3,$-198.86,None,2026-03-27 10:35:52
228,Hedge Day 3,$-201.96,None,2026-03-27 10:35:52
229,Hedge Day 5,$0.00,None,2026-03-27 09:15:28
234,Hedge Result 1.1,$634.80,None,2026-03-27 10:35:52
247,Hedge Day 1,$0.00,None,2026-03-27 05:10:52
248,Hedge Day 1,$0.00,None,2026-03-27 05:10:52
248,Hedge Day 8,$-140.58,None,2026-03-31 15:30:53
253,Hedge Result 3,$-258.28,None,2026-04-01 16:35:15
254,Hedge Result 3,$-254.94,None,2026-04-01 16:35:15
270,Hedge Day 9,$-157.32,None,2026-03-31 15:30:53
280,Hedge Day 2,$-1.15,None,2026-04-01 16:47:08
281,Hedge Day 2,$-155.09,None,2026-04-01 16:47:08
287,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
288,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
288,Hedge Result 2,$0.00,None,2026-03-27 09:15:28
289,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
289,Hedge Result 2,$0.00,None,2026-03-27 09:15:28
290,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
290,Hedge Result 2,$0.00,None,2026-03-27 09:15:28
291,Hedge Day 8,$-176.00,None,2026-03-31 15:30:53
291,Hedge Result 2,$0.00,None,2026-03-27 09:15:28
292,Hedge Day 9,$-176.00,None,2026-03-31 15:30:53
292,Hedge Result 2,$0.00,None,2026-03-27 09:15:28
293,Hedge Day 9,$-176.32,None,2026-03-31 15:30:53
294,Hedge Day 9,$-176.06,None,2026-03-31 15:30:53
295,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
296,Hedge Day 1,$0.00,None,2026-04-01 16:47:08
296,Hedge Result 3,$-229.24,None,2026-04-01 16:47:08
308,Hedge Day 7,$-157.68,None,2026-03-31 15:30:53
334,Hedge Result 2,$-356.16,None,2026-03-31 15:31:11
335,Hedge Day 2,$-154.80,None,2026-04-02 08:49:45
336,Hedge Day 2,$-156.60,None,2026-04-02 08:49:45
337,Hedge Day 2,$-155.16,None,2026-04-02 08:49:45
358,Hedge Day 6,$-155.52,None,2026-03-25 08:12:31
388,Hedge Result 1.1,$-2264.00,None,2026-03-25 08:12:31
389,Hedge Result 1.1,$-2229.44,None,2026-03-25 08:12:31
390,Hedge Result 1.1,$736.00,None,2026-03-25 08:12:31
391,Hedge Result 3,$-228.80,None,2026-03-25 08:12:31
393,Hedge Result 3,$-229.68,None,2026-03-25 08:12:31
396,Hedge Result 3,$-267.70,None,2026-03-25 08:12:31
397,Hedge Result 3,$-267.52,None,2026-03-25 08:12:31
398,Hedge Result 3,$-267.52,None,2026-03-25 08:12:31
399,Hedge Result 3,$-269.28,None,2026-03-25 08:12:31
450,Hedge Result 1.1,$0.00,None,2026-03-27 08:06:03
457,Hedge Result 3,$-236.90,None,2026-03-27 08:06:03
458,Hedge Result 3,$-241.12,None,2026-03-27 08:06:03
459,Hedge Result 3,$-251.15,None,2026-03-27 08:06:03
460,Hedge Result 3,$-230.56,None,2026-03-27 08:06:03
467,Hedge Result 2,$0.00,None,2026-03-27 08:06:03
468,Hedge Result 2,$0.00,None,2026-03-27 08:06:03
469,Hedge Result 2,$0.00,None,2026-03-27 08:06:03
470,Hedge Result 2,$0.00,None,2026-03-27 08:06:03
471,Hedge Result 2,$-353.64,None,2026-03-27 08:06:03
472,Hedge Result 2,$0.00,None,2026-03-27 08:06:03
488,Hedge Result 1.1,$736.00,None,2026-03-31 03:50:31
489,Hedge Result 1.1,$723.20,None,2026-03-31 03:50:31
492,Hedge Result 3,$-230.56,None,2026-03-31 03:50:31
493,Hedge Result 3,$-254.32,None,2026-03-31 03:50:31
494,Hedge Result 3,$-234.96,None,2026-03-31 03:50:31
495,Hedge Result 3,$-232.32,None,2026-03-31 03:50:31
496,Hedge Result 3,$-243.76,None,2026-03-31 03:50:31
497,Hedge Result 3,$-323.44,None,2026-03-31 03:50:31
498,Hedge Result 3,$-325.52,None,2026-03-31 03:50:31
499,Hedge Result 3,$-318.24,None,2026-03-31 03:50:31
500,Hedge Result 3,$-328.95,None,2026-03-31 03:50:31
502,Hedge Result 2.1,$1084.68,None,2026-03-27 10:51:03
507,Hedge Result 2,$-362.88,None,2026-03-31 03:50:31
514,Hedge Day 11,$0.00,None,2026-03-27 10:51:03
545,Hedge Result 3,$0.00,None,2026-03-27 07:31:58
546,Hedge Result 3,$0.00,None,2026-03-27 07:31:58
547,Hedge Result 3,$0.00,None,2026-03-27 07:31:58
