Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
205,Hedge Result 3.1,$0.00,None,2026-03-27 08:21:33
207,Hedge Day 4,$0.00,None,2026-03-27 08:12:01
208,Hedge Day 4,$0.00,None,2026-03-27 08:12:01
209,Hedge Day 4,$0.00,None,2026-03-27 08:12:01
209,Hedge Result 3,$403.48,None,2026-03-27 08:36:27
210,Hedge Result 3,$405.68,None,2026-03-27 08:36:27
211,Hedge Result 2.1,$0.00,None,2026-03-30 06:23:44
211,Hedge Result 3,$410.08,None,2026-03-27 08:36:27
212,Hedge Result 2.1,$0.00,None,2026-03-30 06:23:44
213,Hedge Day 10,$-181.12,None,2026-03-26 09:30:27
213,Hedge Result 2.1,$0.00,None,2026-03-30 06:23:44
214,Hedge Day 10,$-181.12,None,2026-03-26 09:30:27
215,Hedge Day 10,$-184.35,None,2026-03-26 09:30:27
215,Hedge Day 2,$0.00,None,2026-03-27 08:12:01
216,Hedge Day 2,$0.00,None,2026-03-27 08:12:01
216,Hedge Day 8,$-199.26,None,2026-04-02 01:17:43
216,Hedge Result 2,$260.96,None,2026-03-27 08:36:27
217,Hedge Day 2,$0.00,None,2026-03-27 08:12:01
218,Hedge Day 9,$-180.51,None,2026-03-26 09:30:27
221,Hedge Result 2,$387.24,None,2026-03-27 08:36:27
222,Hedge Result 2,$0.00,None,2026-03-27 08:12:01
223,Hedge Day 1,$0.00,None,2026-03-31 01:37:05
223,Hedge Day 18,$-177.28,None,2026-03-31 12:10:35
223,Hedge Day 2,$0.00,None,2026-04-01 01:42:38
223,Hedge Result 2,$0.00,None,2026-03-27 08:12:01
224,Hedge Day 18,$-179.20,None,2026-03-31 12:10:35
230,Hedge Day 18,$0.00,None,2026-04-01 01:43:48
245,Hedge Result 1.1,$0.00,None,2026-03-26 09:30:27
246,Hedge Result 1.1,$-2240.16,None,2026-03-26 09:30:27
249,Hedge Result 2,$-171.02,None,2026-03-30 06:23:44
249,Hedge Result 3,$-228.80,None,2026-03-26 09:30:27
250,Hedge Result 2,$0.00,None,2026-03-30 06:23:44
250,Hedge Result 3,$-244.64,None,2026-03-26 09:30:27
252,Hedge Result 2,$0.00,None,2026-03-30 06:23:44
253,Hedge Result 3.1,$192.60,None,2026-03-30 02:47:13
254,Hedge Result 2,$0.00,None,2026-04-01 01:42:38
264,Hedge Day 2,$0.00,None,2026-04-01 05:12:52
268,Hedge Result 2,$-156.24,None,2026-03-27 08:06:58
269,Hedge Result 2,$0.00,None,2026-03-27 08:06:58
270,Hedge Result 2,$0.00,None,2026-03-27 08:06:58
271,Hedge Day 3,$-138.56,None,2026-03-26 09:30:27
271,Hedge Result 1,$0.00,None,2026-03-26 08:15:22
271,Hedge Result 1.1,$627.62,None,2026-04-01 02:30:56
271,Hedge Result 2,$0.00,None,2026-03-27 08:06:58
271,Hedge Result 2.1,$0.00,None,2026-03-26 08:14:51
272,Hedge Day 3,$-140.48,None,2026-03-26 09:30:27
272,Hedge Result 1,$0.00,None,2026-03-26 08:15:22
272,Hedge Result 1.1,$634.52,None,2026-04-01 02:30:56
272,Hedge Result 2,$-152.88,None,2026-03-27 08:06:58
273,Hedge Day 3,$-138.56,None,2026-03-26 09:30:27
275,Hedge Day 18,$0.00,None,2026-04-01 01:43:48
276,Hedge Day 20,$0.00,None,2026-03-30 02:11:35
279,Hedge Result 2,$-175.06,None,2026-03-27 08:06:58
279,Hedge Result 3,$-266.11,None,2026-03-26 08:49:42
280,Hedge Day 10,$-193.02,None,2026-03-26 08:13:41
280,Hedge Result 1.1,$736.00,None,2026-04-01 05:12:52
280,Hedge Result 2,$-168.22,None,2026-03-27 08:06:58
280,Hedge Result 3,$-267.52,None,2026-03-26 08:49:42
281,Hedge Day 10,$-176.00,None,2026-03-26 08:13:41
281,Hedge Result 2.1,$-2312.80,None,2026-03-26 08:13:41
281,Hedge Result 3,$-270.34,None,2026-03-26 08:49:42
282,Hedge Result 3,$-268.75,None,2026-03-26 08:49:42
283,Hedge Result 3,$-272.27,None,2026-03-26 08:49:42
284,Hedge Day 10,$0.00,None,2026-03-26 08:13:41
284,Hedge Result 2.1,$1220.00,None,2026-03-30 02:47:13
285,Hedge Day 19,$0.00,None,2026-04-01 01:43:48
285,Hedge Day 9,$0.00,None,2026-03-26 08:13:41
285,Hedge Result 2,$385.56,None,2026-04-01 02:30:56
286,Hedge Day 6,$-158.44,None,2026-04-02 01:17:43
287,Hedge Day 8,$-156.96,None,2026-04-02 01:17:43
289,Hedge Day 6,$0.00,None,2026-03-26 08:14:51
289,Hedge Day 8,$-138.56,None,2026-03-30 02:14:50
289,Hedge Day 9,$-138.88,None,2026-04-01 02:30:56
289,Hedge Result 2,$0.00,None,2026-03-30 06:02:43
290,Hedge Day 6,$0.00,None,2026-03-26 08:14:51
290,Hedge Day 8,$-137.28,None,2026-03-30 02:14:50
290,Hedge Day 9,$-140.29,None,2026-04-01 02:30:56
290,Hedge Result 2,$0.00,None,2026-03-30 06:02:43
291,Hedge Day 7,$0.00,None,2026-03-26 08:14:51
292,Hedge Day 7,$0.00,None,2026-03-26 08:14:51
292,Hedge Day 9,$-139.20,None,2026-03-30 02:14:50
292,Hedge Result 2,$-186.93,None,2026-04-01 02:30:56
293,Hedge Result 2.1,$-1418.94,None,2026-03-30 02:14:50
295,Hedge Day 6,$-154.80,None,2026-03-26 08:14:51
295,Hedge Day 7,$-314.17,None,2026-04-01 02:30:56
295,Hedge Day 8,$-161.28,None,2026-04-02 01:04:05
295,Hedge Result 2.1,$0.00,None,2026-03-26 08:14:51
296,Hedge Result 2.1,$-1427.40,None,2026-03-30 02:14:50
298,Hedge Day 6,$-159.98,None,2026-03-26 08:14:51
298,Hedge Day 7,$-310.32,None,2026-04-01 02:30:56
298,Hedge Day 8,$-155.16,None,2026-04-02 01:04:05
304,Hedge Day 1,$0.00,None,2026-03-30 02:47:13
304,Hedge Day 3,$466.24,None,2026-04-02 01:17:43
310,Hedge Result 2,$255.92,None,2026-03-30 02:47:13
311,Hedge Result 2,$254.63,None,2026-03-30 02:47:13
312,Hedge Result 2,$257.60,None,2026-03-30 02:47:13
313,Hedge Result 2,$256.48,None,2026-03-30 02:47:13
315,Hedge Result 3,$-212.08,None,2026-04-02 01:17:43
316,Hedge Result 3,$-229.68,None,2026-04-02 01:17:43
319,Hedge Result 3,$-234.34,None,2026-04-02 01:17:43
320,Hedge Result 3,$-315.12,None,2026-04-02 01:17:43
321,Hedge Result 3,$-320.63,None,2026-04-02 01:17:43
322,Hedge Result 3,$-315.12,None,2026-04-02 01:17:43
324,Hedge Result 2,$-146.72,None,2026-03-26 08:14:51
330,Hedge Result 3,$-292.60,None,2026-03-26 08:13:41
333,Hedge Result 1.1,$-2235.20,None,2026-03-27 08:28:39
333,Hedge Result 3,$-237.60,None,2026-03-26 08:13:41
334,Hedge Result 1.1,$-2261.92,None,2026-03-27 08:28:39
334,Hedge Result 3,$-234.08,None,2026-03-26 08:13:41
335,Hedge Result 1.1,$-2224.32,None,2026-03-27 08:28:39
335,Hedge Result 3,$-242.00,None,2026-03-26 08:13:41
336,Hedge Result 3,$-230.65,None,2026-03-26 08:13:41
338,Hedge Result 1.1,$0.00,None,2026-03-26 08:13:41
338,Hedge Result 2.1,$851.20,None,2026-03-31 12:10:35
339,Hedge Day 15,$-159.12,None,2026-04-01 01:42:38
341,Hedge Day 12,$-164.16,None,2026-04-01 01:42:38
345,Hedge Result 2,$-168.78,None,2026-03-27 08:28:39
351,Hedge Day 1,$-143.04,None,2026-03-31 12:10:35
352,Hedge Day 1,$-142.40,None,2026-03-31 12:10:35
353,Hedge Day 1,$-144.74,None,2026-03-31 12:10:35
353,Hedge Result 1.1,$628.04,None,2026-03-31 12:10:35
358,Hedge Day 9,$-156.06,None,2026-04-01 01:43:48
370,Hedge Day 3,$0.00,None,2026-04-01 02:35:20
385,Hedge Result 3.1,$0.00,None,2026-03-30 02:48:11
387,Hedge Result 1.1,$-11.36,None,2026-03-26 08:14:13
390,Hedge Day 1,$467.14,None,2026-03-26 08:14:13
390,Hedge Day 2,$0.00,None,2026-03-27 08:14:27
391,Hedge Day 1,$467.20,None,2026-03-26 08:14:13
391,Hedge Day 2,$0.00,None,2026-03-27 08:14:27
392,Hedge Day 1,$467.20,None,2026-03-26 08:14:13
392,Hedge Day 2,$0.00,None,2026-03-27 08:14:27
394,Hedge Result 3,$-53.68,None,2026-03-27 08:18:02
396,Hedge Result 2.1,$120.00,None,2026-04-01 01:23:35
397,Hedge Result 1.1,$644.00,None,2026-03-26 08:14:13
398,Hedge Day 5,$0.00,None,2026-03-26 08:10:57
398,Hedge Day 6,$0.00,None,2026-03-27 08:14:09
398,Hedge Day 7,$-154.44,None,2026-03-31 01:38:38
398,Hedge Result 1.1,$644.00,None,2026-03-26 08:14:13
399,Hedge Result 1.1,$644.00,None,2026-03-26 08:14:13
404,Hedge Result 3,$-266.38,None,2026-03-27 08:18:02
406,Hedge Day 11,$0.00,None,2026-03-31 01:38:38
406,Hedge Day 12,$0.00,None,2026-04-01 01:23:35
406,Hedge Day 13,$-138.98,None,2026-04-02 01:17:31
406,Hedge Day 2,$-176.38,None,2026-04-01 06:33:02
406,Hedge Day 8,$0.00,None,2026-03-26 08:10:57
406,Hedge Day 9,$0.00,None,2026-03-27 08:21:21
407,Hedge Day 10,$0.00,None,2026-03-30 02:14:08
407,Hedge Day 11,$0.00,None,2026-03-31 01:38:38
407,Hedge Day 12,$0.00,None,2026-04-01 01:23:35
407,Hedge Day 13,$-128.38,None,2026-04-02 01:17:31
407,Hedge Day 8,$0.00,None,2026-03-26 08:10:57
407,Hedge Day 9,$0.00,None,2026-03-27 08:21:21
408,Hedge Day 3,$0.00,None,2026-04-01 02:35:20
410,Hedge Result 2,$-819.18,None,2026-03-27 08:18:02
