Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
189,Hedge Day 21,$0.00,,2026-03-27 07:06:30
190,Hedge Day 25,$-195.48,,2026-03-27 09:26:48
190,Hedge Day 26,$-235.80,,2026-03-30 12:30:01
191,Hedge Day 10,$-176.54,,2026-03-27 05:14:15
191,Hedge Day 19,$0.00,,2026-03-25 08:04:47
191,Hedge Day 21,$0.00,,2026-03-27 07:06:30
191,Hedge Day 9,$0.00,,2026-03-26 04:50:26
192,Hedge Result 3,$-231.44,,2026-03-26 14:38:28
193,Hedge Day 1,$-137.28,,2026-04-01 01:43:22
193,Hedge Result 3,$418.00,,2026-03-26 14:38:28
195,Hedge Result 2,$-357.00,,2026-03-26 14:38:28
196,Hedge Result 2,$384.72,,2026-03-26 14:38:28
197,Hedge Day 15,$-138.56,,2026-03-31 05:49:40
201,Hedge Result 2.1,$1208.00,,2026-04-02 07:17:01
202,Hedge Day 11,$-139.84,,2026-03-30 08:39:22
202,Hedge Result 2.1,$1025.60,,2026-04-02 07:17:01
203,Hedge Day 10,$-21.49,,2026-04-02 07:17:01
203,Hedge Day 5,$-164.99,,2026-03-26 14:03:07
203,Hedge Day 8,$-154.19,,2026-03-30 11:20:39
203,Hedge Result 1.1,$788.64,,2026-03-26 14:03:07
204,Hedge Day 10,$-138.94,,2026-03-30 08:39:22
204,Hedge Day 5,$1067.07,,2026-03-26 14:03:07
204,Hedge Day 8,$-155.56,,2026-03-30 11:20:39
205,Hedge Day 8,$-163.80,,2026-03-31 05:49:40
207,Hedge Day 8,$-167.76,,2026-03-31 05:49:40
208,Hedge Day 8,$-159.66,,2026-03-31 05:49:40
213,Hedge Day 8,$-138.27,,2026-04-02 07:07:45
214,Hedge Day 8,$-138.88,,2026-04-02 07:07:45
215,Hedge Day 8,$-138.56,,2026-04-02 07:07:45
221,Hedge Result 1.1,$-2267.20,,2026-03-30 08:39:22
223,Hedge Day 17,$-176.64,,2026-03-30 08:05:20
224,Hedge Day 17,$-182.72,,2026-03-30 08:05:20
224,Hedge Result 3.1,$1950.00,,2026-04-01 00:32:22
229,Hedge Day 5,$-197.35,,2026-03-27 09:26:48
229,Hedge Day 6,$-197.28,,2026-03-30 08:39:22
230,Hedge Day 15,$0.00,,2026-03-26 14:12:12
235,Hedge Result 3,$-242.70,,2026-03-26 14:03:07
239,Hedge Result 1.1,$1445.44,,2026-03-26 14:03:07
247,Hedge Day 1,$0.00,,2026-03-27 05:07:00
247,Hedge Day 10,$-176.32,,2026-03-31 05:24:01
247,Hedge Day 3,$-155.30,,2026-04-01 01:06:52
248,Hedge Day 1,$0.00,,2026-03-27 05:07:00
248,Hedge Day 3,$-317.59,,2026-04-01 01:06:52
251,Hedge Day 2,$-163.44,,2026-04-01 01:06:52
252,Hedge Day 2,$-155.12,,2026-04-01 01:06:52
264,Hedge Day 3,$0.00,,2026-04-02 05:32:22
268,Hedge Day 1,$0.00,,2026-04-01 00:32:22
271,Hedge Day 5,$-138.88,,2026-04-01 00:16:40
272,Hedge Day 5,$-143.68,,2026-04-01 00:16:40
273,Hedge Day 5,$-140.32,,2026-04-01 00:16:40
285,Hedge Day 16,$0.00,,2026-03-26 14:12:12
289,Hedge Day 7,$0.00,,2026-03-27 07:06:30
289,Hedge Day 9,$-138.88,,2026-04-01 01:06:31
290,Hedge Day 7,$0.00,,2026-03-27 07:06:30
290,Hedge Day 9,$-140.29,,2026-04-01 01:06:31
292,Hedge Day 8,$0.00,,2026-03-27 07:06:30
295,Hedge Day 5,$0.00,,2026-03-25 08:04:47
295,Hedge Day 7,$-156.35,,2026-04-01 01:06:31
298,Hedge Day 5,$0.00,,2026-03-25 08:04:47
298,Hedge Day 7,$-310.32,,2026-04-01 01:06:31
305,Hedge Day 6,$0.00,,2026-03-25 08:04:47
317,Hedge Result 3,$0.00,,2026-03-25 07:51:27
324,Hedge Day 12,$-204.84,,2026-03-30 12:30:01
325,Hedge Day 13,$-245.16,,2026-03-30 12:30:01
335,Hedge Day 2,$0.00,,2026-04-02 05:40:41
336,Hedge Day 2,$0.00,,2026-04-02 05:40:41
337,Hedge Day 2,$0.00,,2026-04-02 05:40:41
339,Hedge Day 14,$-155.20,,2026-03-26 14:12:12
340,Hedge Day 15,$-159.30,,2026-03-26 14:12:12
342,Hedge Day 1,$0.00,,2026-03-31 04:59:24
343,Hedge Day 1,$0.00,,2026-03-31 04:59:24
387,Hedge Day 17,$-317.88,,2026-03-26 04:52:12
391,Hedge Day 1,$0.00,,2026-03-26 05:08:43
404,Hedge Day 3,$0.00,,2026-04-02 07:37:14
405,Hedge Day 3,$0.00,,2026-04-02 07:37:14
429,Hedge Day 1,$0.00,,2026-04-02 07:37:14
433,Hedge Day 1,$0.00,,2026-04-02 07:37:14
434,Hedge Day 1,$0.00,,2026-04-02 07:37:14
435,Hedge Day 1,$0.00,,2026-04-02 07:37:14
451,Hedge Day 5,$-209.20,,2026-03-30 12:30:01
466,Hedge Day 2,$0.00,,2026-03-27 06:53:06
466,Hedge Day 3,$-232.56,,2026-03-30 12:30:01
467,Hedge Day 2,$0.00,,2026-03-27 06:53:06
467,Hedge Day 3,$-232.56,,2026-03-30 12:30:01
470,Hedge Day 16,$0.00,,2026-03-30 08:04:30
471,Hedge Day 21,$0.00,,2026-03-26 05:08:54
471,Hedge Day 22,$0.00,,2026-03-27 06:48:29
473,Hedge Result 3,$-230.56,,2026-04-02 05:45:35
474,Hedge Result 3,$-232.67,,2026-04-02 05:45:35
484,Hedge Day 4,$-178.24,,2026-03-26 08:44:17
484,Hedge Day 5,$0.00,,2026-03-31 05:23:18
484,Hedge Day 7,$0.00,,2026-04-02 06:08:58
485,Hedge Day 9,$-311.40,,2026-03-26 04:52:12
493,Hedge Day 16,$0.00,,2026-03-26 05:08:54
494,Hedge Day 16,$0.00,,2026-03-26 05:08:54
504,Hedge Day 11,$-153.72,,2026-03-26 04:52:12
514,Hedge Day 10,$-153.36,,2026-03-26 04:52:12
532,Hedge Day 1,$0.00,,2026-04-02 06:08:58
550,Hedge Day 1,$0.00,,2026-03-26 05:08:54
550,Hedge Day 5,$0.00,,2026-04-01 01:07:51
570,Hedge Day 1,$0.00,,2026-03-27 05:20:00
570,Hedge Day 2,$0.00,,2026-03-26 05:08:54
571,Hedge Day 2,$0.00,,2026-03-26 05:08:54
572,Hedge Day 2,$0.00,,2026-03-26 05:08:54
573,Hedge Day 2,$0.00,,2026-03-26 05:08:54
585,Hedge Result 3,$478.40,,2026-04-01 01:06:31
586,Hedge Result 3,$478.40,,2026-04-01 01:06:31
589,Hedge Result 2,$0.00,,2026-04-01 01:06:31
612,Hedge Day 6,$-159.84,,2026-03-26 04:56:32
612,Hedge Day 8,$0.00,,2026-03-30 08:58:53
614,Hedge Day 13,$-141.12,,2026-03-26 05:08:43
615,Hedge Day 13,$-144.96,,2026-03-26 05:08:43
625,Hedge Day 12,$-138.88,,2026-03-26 05:08:43
