Eval Index,Column,Log Value,DB Value (was empty),Log Timestamp
190,Hedge Result 2.1,$1001.48,None,2026-03-26 02:32:34
191,Hedge Day 23,$0.00,None,2026-03-31 04:47:25
191,Hedge Result 2.1,$1012.60,None,2026-03-26 02:32:34
201,Hedge Result 2.1,$1208.00,None,2026-04-02 07:40:38
202,Hedge Result 2.1,$1025.60,None,2026-04-02 07:40:38
203,Hedge Day 10,$-21.49,None,2026-04-02 07:40:38
212,Hedge Result 2.1,$0.00,None,2026-03-30 06:02:55
213,Hedge Result 2.1,$0.00,None,2026-03-30 06:02:55
222,Hedge Result 3,$473.41,None,2026-04-02 05:51:19
223,Hedge Day 2,$-138.88,None,2026-04-01 06:49:49
223,Hedge Result 3,$478.40,None,2026-04-02 05:51:19
224,Hedge Result 3.1,$0.00,None,2026-03-31 04:37:36
225,Hedge Result 3.1,$0.00,None,2026-03-31 04:37:36
226,Hedge Day 4,$0.00,None,2026-03-30 06:02:55
226,Hedge Result 1.1,$736.00,None,2026-04-02 05:51:19
227,Hedge Day 4,$0.00,None,2026-03-30 06:02:55
227,Hedge Day 9,$0.00,None,2026-04-01 02:47:38
228,Hedge Day 4,$0.00,None,2026-03-30 06:02:55
234,Hedge Result 3,$-232.67,None,2026-03-26 02:32:34
235,Hedge Result 2,$256.93,None,2026-03-26 02:32:34
244,Hedge Result 2,$-146.16,None,2026-03-30 06:02:55
247,Hedge Day 6,$0.00,None,2026-03-25 12:55:17
253,Hedge Result 1.1,$667.92,None,2026-04-02 07:40:38
254,Hedge Result 1.1,$666.26,None,2026-04-02 07:40:38
255,Hedge Result 3,$418.26,None,2026-04-02 07:40:38
